accuracy,loss,val_accuracy,val_loss
0.026324236765503883,10.933809280395508,0.03703703731298447,5.773728370666504
0.04622792825102806,4.004631042480469,0.09686609357595444,3.455160617828369
0.0760834664106369,3.7046351432800293,0.05982905998826027,4.150865077972412
0.10690208524465561,3.8719396591186523,0.16809116303920746,3.361874580383301
0.1341894119977951,4.677619934082031,0.3105413019657135,2.907804489135742
0.19839486479759216,3.3284740447998047,0.3532763421535492,2.648066520690918
0.23595505952835083,3.543468713760376,0.36752137541770935,2.5915307998657227
0.28828251361846924,3.6627979278564453,0.2450142502784729,6.288705825805664
0.34863564372062683,2.908846855163574,0.5954415798187256,2.1958673000335693
0.4121990501880646,2.527620792388916,0.3390313386917114,3.8273749351501465
0.4581059515476227,2.391864776611328,0.6296296119689941,1.7922533750534058
0.5014446377754211,2.4161343574523926,0.68660968542099,1.6964794397354126
0.5550561547279358,1.8270410299301147,0.7435897588729858,1.6778594255447388
0.5675762295722961,2.582260847091675,0.7094017267227173,1.7705438137054443
0.6166934370994568,1.8563249111175537,0.8005697727203369,1.3561615943908691
0.6593900322914124,1.6235466003417969,0.7578347325325012,1.6267062425613403
0.6642054319381714,1.749213457107544,0.7891737818717957,1.3963909149169922
0.6850722432136536,1.3978348970413208,0.6980056762695312,2.3768551349639893
0.7117174863815308,1.4748069047927856,0.8717948794364929,1.6451250314712524
0.7325842976570129,1.191568374633789,0.7948718070983887,1.8629090785980225
0.7528089880943298,1.2020916938781738,0.8347578644752502,1.4655909538269043
0.7640449404716492,1.1625972986221313,0.8888888955116272,1.332478642463684
0.7826645374298096,1.089298129081726,0.8319088220596313,1.3516850471496582
0.7813804149627686,1.076348066329956,0.874643862247467,1.4722119569778442
0.800000011920929,1.0293420553207397,0.8262107968330383,1.5511977672576904
0.8163723945617676,1.0008838176727295,0.9116809368133545,1.4098879098892212
0.8099518418312073,1.085736870765686,0.8945869207382202,2.1548759937286377
0.8208667635917664,0.9702243208885193,0.9059829115867615,1.202188491821289
0.8263242244720459,0.9807586669921875,0.5213675498962402,9.272919654846191
0.8279293775558472,1.2850720882415771,0.9259259104728699,1.812320590019226
